Score,Review,SNS,Addr
3,아이들 장건강이 면역력과 깊은 관계가 있는걸루 알고 있어요 이번 기회를 통해 아이들에게 좋은 유산균을 체험해보고 싶습니다. 기회를 주시면 좋겠어요~~^^,facebook,부산광역시
3,매일 앉아서 일하고 불규칙한 식습관으로 인해 장 트러블이 자주 생기네요,facebook,전라북도
3,"장이 부실한 이 아빠탓인지 우리 11살 딸,7살 아들까지 잦은 배앓이에 고생하고 있어 항상 믿고 먹을수 있는 유산균을 찾느라 인터넷 발품을 팔고 있습니다 온가족이 믿고 먹을수 있는  을 경험해보고 함께하고 싶어요~^^",kakaostory,경상남도
3,평소 과민성 대장증후군으로 생활에 민망함을 느낄때도 있고 불편했었는데 프로바이오틱스가 장에 좋다는 것을 알고 찾아보던중 세계최초 4중코팅 gq랩을 알게되었습니다. gq랩을 먹고 과민성대장증후군과 저의 장건강지수를 높이고 싶습니다!,facebook,서울특별시
3,장이 좋지 않아 늘 고생하고 잇어요 다른 유산균 을 먹엇지만 효과를 보지 못함. 장 을 편안하게 하여 면역력을 높이고 건강을 찾고 싶습니다,facebook,대전광역시
4,"장건강의 헤라클래스가 되고 싶습니다 (인사이트아이디어) 매일 매일 비타민은 챙겨드시면서, 장비타민은 왜 안드시나요 ? 장에게도 매일매일 비타민이 필요합니다 장에게만 좋은   광고를 하는 사람으로서 언제나 아침을 먹긴 힘든 직종의 일을 벌써 11년째 해오고 있습니다. 11년간 아침은 언제나 거르고 잦은 야근과 술자리로 위염과 소화불량을 만성으로 달고 살고 있답니다 언재나 장건강을 위해서 요구르트만 먹던 저이지만 별다른 효과를 본 적이 없습니다. 그런데  광고를 보고 장건강을 이룰 수 있는 새로운 접근이라는 생각에 한번 체험후기를 신청합니다 좋은 체험후기를 만들 수 있을것 같아서요",facebook,서울특별시
3,요즘 면역력아 떨어져서 자주 아프다보니 주변에서 유산균을 먹어야 한다는 이야기를 먆이 듣고있어서 무엇이 나을지 찾고있었는데   영상을 보고 사먹어보고 싮다는 생각을 하뎌중에 체험단 신청이 있어서 신청하게 되었습니다.,kakaostory,경기도
3,항상 식사하고 나면 소화가 덜되고 위염에다가 항상 변비를 달고 있어 배가 많이 부른 상태입니다. 장기능이 원활하지 못하고 요구르트 먹거 나 일반 유산균으로는 변비가 해결되지 않더군요. 자주 앉아 있고 스트 레스 때문에 간식을 먹다 보니 더 변비가 심해진것 같아요  으로 유산균이 장까지 도달해서 변비탈출하고 싶어요,facebook,부산광역시
3,아버지 어머니도 장이좋지 않으시고 저도 어려서부터 장이 좋지않아 유산균을 찾아다니는 중에 TV광고를 보고 신청하게됩니다. 체험을 해보고 싶습니다~,kakaostory,경기도
3,평소에 장건강이 않좋아서 가스가 차고 배가 빵빵하고 변비로 고통 받고 잇어요 ㅠㅠ 더구나 고기를 좋아해서 고기없이는 밥도 못먹습니다.  으로 체험 하고싶네요,kakaostory,경기도
3,저는 지금 셋 째를 출산한지 45일된 엄마 엄은정입니다 광고로 우연히   을 알게 되었습니다 저희 온 가족이 장건강이 안좋아 평소 유산균 에 관심이 많았는데   을 체험하고 싶어서 신청합니다 ^^ 저도 출산 전부터 변비로 고생하고 있었는데   도움받고 변비탈출 하고 싶어요~!!,kakaostory,
3,매번 화장실 갈때마다 고생해서 이것 저것 먹어보는데 별효과가 없어요 민감해서 그렇다고 하는데 자주 그러니 힘들어요   에스로 효과 봤으면 좋겠네요 후기도 꼭 남기겠습니다,facebook,인천광역시
3,안녕하세요 광고를보고 관심을가지게 되었구요 장이 안좋은지 좀 됬는데 회사를 다니면서 근무시간에 화장실을자주가게되서 눈치도많이보이고 눈치보다는 아무래도 먹는거자체가 부담이되네요 뭘 먹어도 조심한다고해도 먹고나면 정말심할땐 10분도안되서 바로배가아파오네요 회사생활하는데 편하게 눈치안보고 일만열심히했으면좋겠네요,kakaostory,충청북도
3,"결혼한 지 두 달된 새댁이에요 ㅎ 함께 살다보니 남편이 장이 안 좋은 걸 알게 됐어요 항상 앉아서 장시간 근무하며 스트레스 받고, 원체 장이 안 좋아서 고생하고 있거든요 더부룩하다고 호소하고.. 일반적인 유산균은 먹어도 효과가 별로 없더라고요 100억마리 있는  을 먹고 효과 보고 싶어요!!!! 새신랑 장 건강  이 지켜주세요",kakaostory,경기도
3,배변활동이 정말 불규칙해서 너무 스트레스 받아요 규칙적인 배변을 하고 싶습니다 늘 인스턴트 음식을 먹고 스트레스도 많이 받아 장 건강이 너무 좋지 않네요. 게다가 계속 오래 앉아있는 일을 하고 있고요. 변비때문에 스트레스입니다.   데일리로 장이 건강해졌으면 좋겠어요! 꼭 체험해 보고 싶습니다!,facebook,서울특별시
3,배변활동이 정말 불규칙해서 너무 스트레스 받아요 규칙적인 배변을 하고 싶습니다 늘 인스턴트 음식을 먹고 스트레스도 많이 받아 장 건강이 너무 좋지 않네요. 게다가 계속 오래 앉아있는 일을 하고 있고요. 변비때문에 스트레스입니다.   데일리로 장이 건강해졌으면 좋겠어요! 꼭 체험해 보고 싶습니다! 체험후기 꼼꼼히 남길게요!,facebook,서울특별시
2,세계최초의 4중코팅 유산균! 얼른 체험하고싶어요!!장이좋디않은 엄마 선물로!,facebook,경기도
3,평소 장트러블에 고생하는 직장인입니다. .불규칙한 식사. 야근. 스트레스 등으로 꼭 체험이.필요할 듯. 체험해보고 효과 좋으면 장기 복용 생각 있습니다.,facebook,경기도
3,46세 여성입니다. 낮에는 변비로 저녁에는 과민반응으로 고민 많은 시간을 보낸지 10년이 된듯 합니다. 요즘 같은 겨울철에는 더욱더 심해지는 것 같습니다. 저에게 기회가 된다면 체험 할 수 있었으면 하는 기대를 가져봅니다.,facebook,제주특별자치도
3,특허받은 유산균 꼭먹어보고닢어요 두돌된아가랑 같이요~~,facebook,
1, 으로 건강햐ㅐ,facebook,대전광역시
4,항상 장이 안 좋아서 더부룩하고 배에서도 소리가 자주 나고 무엇보다 변비가 심해서 고생입니다 요즘 유산균이 좋다고들 하는데 사실 너무나 많은 제품들과 정보들로 인해 어떤 걸 선택해야 할지도 고민이고 소비자 입장에서는 잘 모르기 때문에 더욱 어려운 것이 사실입니다 하지만 이렇게  에 대한 상세한 정보와 홍보를 보면서 신뢰가 생기고 무엇보다  제약이라는 최고의 제약회사라는 믿음과 함께 꼭 체험해보고 싶다는 욕구가 불끈불끈 생기네요!! 저의 최대의 골칫거리이자 말썽꾼인 이 장트러블을 말끔히 해결해주세요~ 부탁드립니다!!,kakaostory,대구광역시
3,유산균이 좋다는 말을 많이 들었는데 선뜻 먹어보지 못하고 있었는데 이런 좋은 기회에 꼭 체험해 보고 싶네요~ 평상시에 장이 약해서 배탈도 자주 나고 항상 트러블 많은 피부때문에 고민인데  으로 꼭 탈출하고 싶습니다!!,kakaostory,대구광역시
3,가족들 모두 변비도 심하고 치질도 있어서 항상 화장실 가는게 무서울 정도입니다~ 게다가 면역력도 약해서 감기에도 자주 걸리고요~  으로 꼭 좋은 결과 있었으면 좋겠습니다~,kakaostory,대구광역시
3,면역력이 너무 떨어졌는지 한여름에도 감기에 걸리고 겨울에는 감기를 달고 삽니다 그러다 보니 항상 피곤하고 기운도 없고 일상생활에 의욕도 없어지네요 유산균이 면역기능을 높여주고 활력에도 도움이 된다는 말을 많이 들었는데 이번에  을 통해서 꼭 좋은 경험 해보고 싶습니다,kakaostory,강원도
4,장건강 너무 중요하죠~ 장이 건강해야 온 몸이 다 건강하다는 말이 있듯이 우리 몸의 가장 핵심인 부분인데 사실 너무 소홀히 하는 경향이 있는 것 같아요~ 요즘에는 장건강에 대한 관심이 높아져서 시중에 유산균이 많이 나와 있는데 사실 믿을만한 제품이 별로 없는 것 같아 망설여졌습니다 하지만  제약  은 너무 믿음이 가고 꼭 먹어보고 싶어요~ 제 건강을  을 지키고 싶네요,kakaostory,강원도
4,저희 엄마께서 몇년전 대장암판단을 받으시고 수술로 치료하셨는데 그후로 계속 변비와 장운동불균형으로 고생하시고있으세요 고생하시고 계시는 엄마께  을 드셔보시게 하고싶어요! 꼭 당첨되면 좋겠네요:),facebook,전라북도
4,나는 변비는 없어!라고 자부하고 살아왔는데 재작년부터 떨어진 면역력과 각종 병치레를 하면서 배변의 변화가 생겼습니다... 심지어는 대장암이 아닐까 의문을 품었을 정도로.. 그 과정에서 건강에 대한 많은 공부를 나름 해왔는데 대장에 유산균이 면역력을 좌우하고 건강을 좌우한다는 것을 알게 되었습니다.. 그 이후로 변 상태를 유의하면서 살고 있지만 스트레스와 업무로 인한 여유없음이 또 다시 변비를 일으키고 있네요...   데일리를 먹으면서 다시 소화기관의 회복과 건강의 회복 면역력 강화를 실험해 보고 싶습니다...,facebook,경상북도
3,평상시에 인스턴트 음식도 자주 먹고 불규칙한 식사와 술도 좋아하는 편인데 그러다 보니 장도 안좋은 것 같고 항상 더부룩한 느낌이 듭니다 안좋다는 걸 알면서도 나쁜 습관을 고치기가 쉽지 않네요~ 프로바이오틱스  으로 건강도 되찾고 나쁜 습관도 조금씩 고쳐나가고 싶어요,kakaostory,강원도
3,점점 나이가 들면서 건강에도 신경쓰게 되고 약도 많이 먹게 되는데 잘 좋아지진 않는 것 같아요~ 근본적인 대책이 필요한 것 같은데  을 보면서 바로 이거구나! 하는 생각이 들었어요~ 모든 나쁜 습관이 저에 해당되더라고요~ 튼튼한 장건강이 젊음과 건강의 비결인 것 같아 꼭 체험해보고 앞으로도 꾸준히 사용해보고 싶어요!,kakaostory,강원도
3,고시 준비하는 고시생입니다. 공부한다고 계속 앉아있다보니 소화도 안되고 변도 상태가 안좋더라구요ㅠㅠ 변비와 묽은변이 오락가락하는데 너무 힘듭니다.ㅠㅠ 요즘 프로바이오틱스 유산균 제품이 많지만 그 중에서도 세계 최초로 특허를 받은  을 통해 장건강을 높여서 공부하는데 집중할수 있게 도와주세요!!!,facebook,전라남도
3,장건강이 좋지 못하여 배변문제와 더부룩함이 있는데 4중코팅 프로바이오틱스로 만들어진  을 꼭 체험해보고 싶습니다.,facebook,서울특별시
3,변비도 심하고 식사도 불규칙하고 그러다보니 얼굴이며 몸에 트러블도 많이 나고 까칠하고 정말 너무 고민입니다 유산균에 대한 좋은 효과는 많이 들어서 알고는 있었지만 아직 체험해보지 못하고 있었는데 이번 좋은 기회에 꼭 체험해보고 좋은 효과도 보고 생생하고 좋은 후기도 남겨보고 싶습니다!,kakaostory,대구광역시
3,인스턴트를 너무 좋아해서 자주 먹다보니 살도 찌고 무엇보다 장도 안좋고 소화도 안돼는 것 같고 얼굴도 푸석거리면서 트러블도 많이 올라옵니다!! 유산균이 해결책이라는 생각을 항상 했었는데 계속 미루고 있었어요 이번에  제약  으로 꼭 좋은 효과 봤으면 좋겠어요,kakaostory,강원도
3,항상 장이 안 좋아서 더부룩하고 배에서도 소리가 자주 나고 무엇보다 변비가 심한 편이라 화장실 갈때마다 무섭습니다 장이 문제인 것 같은데 딱히 어떤 방법을 써야할지 모르겠어요~ 이번에  을 통해서 저의 이런 고민 완전히 해결하고 싶어요,kakaostory,대구광역시
3,항상 배가 더부룩하고 꾸룩꾸룩하고 소리가 나서 대인기피증까지 걸렸어요 장이 안좋아서 그런건지 항상 신경이 쓰이네요 항상 피곤함도 느끼고요 장을 튼튼하게 해줄  으로 저의 이런 고민을 완전히 해결하고 싶어요! 꼭 체험해 보고 싶네요,kakaostory,대구광역시
3,"둘째가 장트러블이 심한 편이랍니다. 감기가 걸려도 꼭 장염까지 걸려서 많이 힘들어 하더라구요. 평소 고기를 즐겨 먹는데 배변활동이 불규칙하고 힘들어하는데 장을 건강하게 관리해주고, 뼈 건강까지 챙겨주고 싶어요.",facebook,대전광역시
3,평소에 장이 건강하지 못해서 장트러블이 심한 편이라 건강한 장관리를 위해 체험해보고 싶어요. 장관리도 하고 면역관리도 열심히 해서 2016년 건강하게 보내고 싶어요.,kakaostory,대전광역시
3,오래 책상에 앉아서 작업을 해서인지 스트레스가 심해서 장 건강이 별로 좋지 않다고 느껴져요. 식이섬유 부족으로 배변활동도 힘든데 장건강에 도움이 절실해요~,facebook,대전광역시
3,평생 변비때문에 괴롭네요... 요샌 증상이 심해져 장이 약해져서 생기는 두통에도 시달리고 있어요...  무료체험에 당첨되서 꼭 장이 건강해졌음 좋겠어요~ 새해복 마니 받으세요^^,kakaostory,
2,장 건강지수를 높이고 싶습니다.,facebook,서울특별시
3,  도움주세요 ^^올해는 건강을 위해서 다이어트와 운동 할 것입니다. 제가 올해 지속하고 싶은 건 다이어트입니다. 다이어트를 하다보면 각종 영양소도 부족하고 특히 변비에 걸리기 쉬운데  으로 해결하고 싶어요~! ^^ 지금 165에 51킬로 정도 나가는데요.가장 2킬로만 더 빼서 49만들고 싶어용~!그래서 49~51사이에 와따가따 할 수 있도록 몸무게 조절도 하고 근력량도 키우고 싶네용~ (Y) 다이어트는 평생 숙제인 듯해요~ 열심히 노력해서 날씬몸매 유지하겠습니다. (Y) 아자 아자 파이팅 :*) 체험 후기 꼬옥 남길께요 ^^ 행운이 있길 바래요. 2016년 파이팅 ^_^,facebook,경기도
4,"변비는 몇년전부터 생기기 시작했어요. 점점 심해지는것 같아요. 장건강이 좋지않아 걱정입니다. 장내흡수를 돕고 장의 건강을 유지시키는데 도움이 된다고하니 너무 기대됩니다. 항상 8시간씩 앉아있기만 하는 일을 하고, 장운동이 잘 안 되어 변비인데 유용할 것 같아요~ 설명을 보니 위가 약하신 부모님들에게도 너무 잘 맞는 제품이라고 생각합니다. 부모님이 장건강과 위가 약해 약물을 복용하기 참 힘든 체질이랍니다. 요즘들어 위장이 기능히 급격히 저하되고 직장내 스트레스때문인지 기력이 변비가 심하시고 많이 저하됐습니다. 효과가 있는지 복용해보고 싶어요. 소화력이 약한 부모님과 저이에게 너무 좋은 효능을 줄 제품이라고 생각합니다.",kakaostory,대전광역시
3,어려서부터 화장실을 잘 못가서 온통 여러가지 변비약에 의존하고 있는데요 좋다는 얘기만 들으면 바로 달려가서 구입해서 이용하곤 했는데 모든것이 그렇듯 처음에는 좋은듯 하고 만성이 되면 효과가 없고 하더라구요 그래서 근본적인 문제인 장건장을 찾지 않으면 안되겠다 싶었는데.좋은 기회인것 같아 신청해봅니다 프로바이오틱스  으로 건강한 장 갖고싶어요,kakaostory,경상북도
5,사실 요거트는 꾸준히 먹고 있는데요. 전 유산균이 면역뿐만 아니라 노화방지에도 도움이 된다고 생각해요. 우리 몸의 유해균과 싸워주는 유익균 '유산균' 어떻게 먹으면 더 잘 먹어서 더 큰 효과를 볼 수 있을지 연구해보고 싶어요. 유산균이 우리 몸에 잘 자리잡아 유해균과 싸워주게 하려면 유산균이 잘 머무를 수 있도록 섬유질을 많이 먹어 유산균의 거푸집이라고 하는 걸 만들어주어야 한다고 하더라구요. 그래서 유산균은 바나나와 요거트와 함께 먹으면 더 상층작용을 하겠지요? 4중코팅 프로바이오틱스  은 그 효과가 배가 될텐데 꼬옥! 체험해보고 싶습니다! 몇주동안의 변화가 과연 있을지 궁금하고 기대됩니다!,facebook,부산광역시
5,예전에는 소화도 잘되었어서 신경을 덜 썼는데 요즘 나이가 들면서 소화가 잘 안되는 듯한 느낌이 들고 더부룩한 느낌도 들어서 불편할때가 가끔 있어서 건강을 챙겨야겠다는 생각이 자주 들게 되네요. 나이가 들면서 활동량도 줄어들고 또 전보다도 스트레스가 심하고 예민해지다보니 더욱 원할하지 못한 느낌이 들어요. 먼저  제약에서 만든 제품이라서 호감이 가고 또 4중 코팅으로 프로바이오틱스가 장까지 살아서 도착해서 확실한 장 건강에 많은 도움이 될 듯 싶어서 좀 더 원활하고 활발해진 장건강으로 건강하고 활기찬 하루 하루를 경험해보고 싶어서 신청합니다. 일반 프로바이오틱스 제품과 무엇이 다른지도 리얼하게 경험해보고 싶고 좋은 건강보조식품 직접 체험해서 지인에게 추천해주고 싶어요. http://blog.naver.com/freemen54,facebook,인천광역시
3,만성변비에 시달리고 있습니다. 꾸준히 외산 유산균을 복용해오고 있지만 한결같은 효과를 보고 있지 못합니다.  은 지금까지 복용해온 유산균들과는 다른 것이란 광고를 보고 복용해보고 싶어졌습니다. 확실한 효과가 있다는 것을 체험하고 싶어서 신청합니다.,facebook,세종특별자치시
5,"장이 민감한 시어머니를 위해 프로바이오틱스  의 체험단을 신청합니다. 몸이 피곤할 때 조금만 기름기가 있는 음식만 드시면 그날 잠도 못 주무시고 바로 화장실로 직행하시는 어머님, 결혼 후 5년동안 지켜 보면서 안타까웠는데요. 유산균도 다른 회사 제품을 드셔봤지만 별 효과는 없었어요.  제약의 프로바이오틱스  으로 어머니의 속을 달래드리고 싶어서 신청해봅니다.",facebook,경기도
3,건강해지는 좋은 계기가 될것 같아 신청합니다,facebook,부산광역시
4,"하루종일 앉아서 일하는 직장인입니다.회사에 앉아있다보면 속이 더부룩하고 배가 빵빵한 느낌이 너무 심해요. 복부팽만감때문에 일에 집중도 안되고 불편하고요. 제가 이런증상때문에 알아보니 복무팽만증에 유산균이 도움이 된대요. 제가 스트레스도 심하고 자취를 오래해서 인스턴트를 자주 먹거든요. 그래서 장건강이 나빠서 그런것 같아 프로바이오틱스 제품을 먹어보고 싶어요   프로바이오틱스 연구소에서 분리,배양부터 as까지 책임지는 제품이라고 하니 더 믿을수 있을것 같아요 장이 건강해야 면역력이 좋아진다고 하는데 최근에 정말 장건강의 중요성에 대해 느끼고 있어요.  으로 장건강 관리해주고 싶습니다",facebook,인천광역시
5,최근에 대상포진을 약하게 앓았는데요. 전 이게 나이든 사람들이 걸리는 건줄 알았는데 젊은 나이인 제가 앓게 되면서 건강과 면역력이 얼마나 중요한지 새삼 깨닿고 관리하고 있습니다 제가 프로바이오틱스 제품을 먹어보고 싶은 첫번째 이유는 장건강이 면연력 강화의 첫번째 조건이라고 들었거든요. 장건강이 면역력과 직결된다고 해서 프로바이오틱스 제품으로 장건강을 챙기고 싶고요. 또 제가 사무실에 장시간 앉아있다보니 먹은게 없는데도 배에 가스가 가득차는 느낌이 들어서 힘들더라고요. 복부팽만감이 심해서 너무 불편해요 유산균이 이런증상에 도움이 된다고 해서 먹어보고 싶은게 두번째 이유입니다 세번째는 변비증상이 약하게 있고요. 스트레스 받거나 잠자리가 바뀌면 특히 그래서 유산균 제품이 필요해요. 유산균 제품들은 많지만  제약의  은 세계최초 특허4중코팅 프로바이오틱스 제품이라고 하니 더 관심이 가네요. 프로바이오틱스로 장건강 챙기게 도와주세요,facebook,인천광역시
3,안녕하세요! 저는 장이 너무 안좋아서 신청합니다. 맵고 짜고 체질에 안맞는 음식을 먹으면 배가아프고 설사까지 심하게 일어납니다. 배에 가스도 많이 차구요~ 사람들앞에서 민망한 경험을 겪은적도 한두번이 아니에요~ 장이 좋아야 변비도 안생기고 피부도 좋아진다는데 정말 걱정이에요.  으로 장을 튼튼히 해주고싶어 신청합니다.,facebook,경기도
3,"십수년 만성변비로 고생하다 몇년전부터 참다래(키위)로 약간 도움 받고, 건강관련 tv 프로에서 소개되어 유산균 건강보조식품 꾸준히 섭취~ 훨씬 좋아졌어요. 단, 다양한 브랜드/제품 홍수속에 정말 유익한 유산균 안전하게 흡수 될 수 있는 甲제품 섭취하구 싶다는 욕심이 생깁니다.  제약의 야심작 꼬오옥 체험 할 수 있는 기회 주어졌음 고맙겠습니다!!",facebook,대전광역시
5,저희 아버지가 몇년전 위암 수술을 하셔서 현재 위장이 거의 없고 음식을 드시는 즉시 위에서 소화를 하지 못하는지 배가 아프시다고 합니다. 게다가 위에서 소화가 안되다 보니 장에서도 소화 흡수를 다 못해서 인지 매번 변을 보시면 항상 설사를 하시고 기운없어 하시며 안그래도 살이 없으신데 살이 더 빠지셨습니다. 이런 아버지께 장 건강에 좋은 유산균을 드시게 하여 설사 하는것 만이라도 호전되었으면 하는 바람에 이렇게 신청 합니다.,facebook,경기도
3,오래앉아있고 인스턴트 좋아하는 저에게 꼭 필요한 제품같아요.니큐랩먹고 활력을 찾았음 좋겠어요^^,kakaostory,경상남도
3,  꼭한번 먹아보고싶네요 요즘 넘 스트레스를 많이받아서 먹는것도 불규칙적이라 장건장이 걱적됩니다. 꼭 체험단 시켜주세요~,kakaostory,부산광역시
3,제가 배변 활동이 읺좋아서 좋다는다는 약은 다 먹어봤습니다 그래도 잘 안되요 제몸이랑 맞는지 확인해보고 구매하려고 신청합니다,facebook,경기도
3,세계최촉 4중코팅되어있다니 더 믿음직스럽게 유산균섭취가 가능할것같아요. 면역력이 떨어지고있는저에게 꼭 필요한 것같아요^^꼭체험해보고싶어요♥,kakaostory,
3,어머님께서 아로나민골드를 장기 복용하시고 계시는데   복용해 보시고 괜찮으시면 식구 들도 함께 복용해 보려고 신청해 봅니다. 건강 우선이니까요....! 당첨되면 좋겠습니다.....!,kakaostory,경기도
3,우리가족은 모두 장 트러블 가족입니다~ 이것저것 유산균을 약국에서 구입하기도하였고 요구르트 제조기를 구입해 만들어 먹기도합니다. 저 뿐만아니라 대학생 딸 고등학생인 아들 모두 꼭 체험해보고 싶어요~~^^,facebook,대전광역시
3,장이 평소에 너무 안좋아요 약을 먹으려고 찾아보던중 한번 제험해보고 좋으면 계속 먹고 싶어서 신청합니다,kakaostory,충청남도
3,지금 유산균을 먹고 있는데 비교해볼 수 있을거 같아 응모합니다~,kakaostory,경기도
3,늘 장이 편안하지않아서 고생인데 장 건강지수를 높이고 싶어요!,facebook,
3,"신경성, 잦은음주, 업무스트레스 때문에 장건강이 좋지 않아 유산균만 3종이상 바뀌서 사용해봣는데 큰차이들은 없는듯 한데 유산균의 명가은  제약의 유산균이 나왔다고하니 한번 체험해보고 싶네요!",facebook,강원도
3,30대 중후반에 제왕절개로 첫 딸 출산 후 회복중입니다. 이제 곧 80일이 되네요. 유산균 제품을 먹지 않으면 화장실에서 신음이 난답니다 ㅠ  으로 면역력도 높이고 장도 튼튼하게 만들고 싶어요. 그 누구보다 확실한 효과가 나오지 않을까요?,kakaostory,서울특별시
3,요즘 들어 배변활동이 원활하지 안해서 항상 속이 더부룩하고 일상생활하기가 힘이 드네요 꼭 체험해보고 싶네요! 체험해보고 효과가 있으면 구매하고 싶습니다,kakaostory,제주특별자치도
3,"안녕하세요! 1년전에 대장수술후 유산균을 꾸준히 먹고 있는데요, 유산균이 장건강엔 정말 도움이 되더라궁요. 지금은 직구로 해외사이트에서 구매해서 먹고 있는데 이왕이면 우리나라 히사에서 만든 한국사람레게 맞게 만들어진게 좋을 거 같아 신청하게 되었네요,, 요즘 장염으로 고생하는 저를 꼭 뽑아주세요!! 꼭!!",kakaostory,
2,건강한 장을위한  ~꼭 체험해보고싶네요,facebook,경상남도
3,"넥사바 라는 항암제를 복용중 입니다.부작용으로 설사를 심하게 합니다.유산균제와 지사제를 복용 하고 있는데, 은 설사 증상을 완화 시킬지 체험 해 보고 싶습니다.",facebook,경기도
4,이번에 처음으로 시험관아기에 도전하게 되었는데요.. 난자채취 후에 소화가 잘 안되는 느낌이 들어서 도움을 받을 곳을 찾다가 우연히 TV 광고를 보고 알게 되었어요. 배가 살짝 부은 상태에서도 힘든데.. 임신 성공을 하게 되면 더 힘들 것 같아서요. 임산부도 사용가능하다고 해서 주변 지인들께 알아봤는데 아직은 사용해본 사람이 없더라고요. 인터넷으로 검색해보다 마침 체험단 기회가 있어서 신청합니다. 좋은 결과가 있었으면 좋겠어요^^,facebook,
3,40대 넘어오면서 장기능 저하가 많이 느껴져서 최긴에 유산균제품만 섭취해 왔는데 그것도 한계인 하고 효과도 미진한듯해서 여러가지 알아보는중 TV광고를 보고 체험단에 신청을 합니다.,kakaostory,인천광역시
3, 제약유산균제품을먹었는데 대변이황금색으로바뀌더군요.. 주기적인신경성설사와항상대변상태가안좋았는데 많은도움이되고있어요.  제약의제품에대한신뢰를가지고체험단에신청합니다~~,facebook,
3,항상 먹는건 많은데 장이안좋아 살이 안쪄 고민이네요 새해에는 장이 좋아져서 살 찌고싶어요 ㅎ,kakaostory,전라북도
5,"안녕하세요. 저희 집 안 내력이 장이 약해서 그런지 기름진 음식이나 자극적인 음식을 먹으면 바로 화장실을 가곤 합니다. 그래서 맛있는 음식을 앞에 두고 배가 아플까봐 쉽게 먹지 못할 때가 가끔 있는데요, 얼마 전부터 프로바이오틱스를 알게 되어서 타사의 프로바이오틱스를 처음으로 접하게 되었습니 다. 근데 아무래도 해외에서 제조하여 배송되다보니, 보존료나 기타 문제로 제품 내에 함유되어 있는 프로바이오틱스에 문제가 있지 않을까 하는 생각이 들었습니다. 그런 와중에 국내 제일의 제약기업인  제약에서 장 건강 전문 브랜드를 런칭했다는 얘기를 최근에 접했습니다. 국내 브랜드의 4중 코팅 프로바이오틱스라니...  과 함께라면 저희 가족이 맛있는 음식 마음놓고 먹을 수 있게 되겠죠? ^^",facebook,서울특별시
3,세계최초 특허 4중코팅 프로바이오틱스  으로 건강하고 튼튼한 장 만들고 싶습니다~!,facebook,서울특별시
1,신청합니다,facebook,
1,신청합니다,kakaostory,
3,위염에 신장이 안좋아서 안맞는 음식을 먹을때면 속 쓰리고 헛구역질을 자주해요 ㅜㅜ 헛구역질이 심해지면 구토로 이어지고 그러다보니 식욕까지 떨어지면서 살까지 저체중으로 이어지고 있어요 .... 맨날 속쓰림 약을먹어도 잠시뿐이라서 저에게 맞는 약을 찾고싶은데 아직없어서 ㅜ_ㅜ 체험해보고 맞는댜면 계속 쓰고싶어요,facebook,충청남도
3,부모님 간 건강하시라고 신청합니다.,kakaostory,광주광역시
